twitter_id,twitter_text,hate
713405090502148096,@cupcakechloe_x 😂😂😂 I will beast your twat if you carry on 🖕🏼,2
833067149199605761,@jaipatel__ you mad you fat twat,2
751948630341324800,"@IAintMovin The retard using trending hashtags complains about strangers on public internet LOL, AND YOU CALL ME A MESS",2
862010929592094720,@baddiealex LMFAOO now that i think of it i am funny and why didn't you say faggot....,2
723456131880738816,@Vinals STOP GOING FOR NACS IN 6 MANS ARE YOU RETARDED?!?!?!,2
763859270907621376,@datguyj0n nice avi you ugly cunt hahahaha,2
778919749883457536,"@JOE_co_uk this is fucking retarded, you didn't look at marketing packaging, salaries, innovation, etc. Etc. Etc.....",2
734016374310359041,"@realDonaldTrump If you inbred retard become president, the rest of the world might as well nuke itself.",2
779731226080874497,"@Krissy_Caster @nytimes your argument is getting retarded, you've obviously forgot about ""the element of surprise""",2
710364211726004224,@aleeyah405 i don't see why you got offended when you know damn well your own people call you nigga and nigger. You just wanted to fight.,2
694294650295820289,@PaulPonting you are a ignorant cunt. Believing your own drivel for a second when Arsenal have already decided to freeze ticket prices again,2
756106376783560705,"@VeganRevoIution @vegan_hoe I honestly just see you being a cunt, dong loose the objective. You're making us all look bad",2
778045837289132032,@FaZeJev do you fuck with fist me daddy cause I think its stupid It's annoying and it sounds like something a retarded 12 year old would say,2
748358415164936192,"@JessicaJaravata talking to some Irish guys on top of a hill. ""Before I leave can you guys say 'you're a cunt' I love Irish accents!""",2
701916011038117893,@Al50k TANT- AYYYY MY NIGGA HAHAHA you a beast i love you but nigger u got me banned from csgo im going to sue ur ass u french faggot,2
770303311509590016,@hannadhaimish rinse me dry u cunt,2
876480234006118400,@anders_adkins Shoot yourself you fucking faggot,2
876841506186948608,@hiphopsrevival So retarded.... you're talking to your daughter Not no random bitch on the street... how sad,2
787866649126957056,@conversehigh SMH you don't deserve this!! they even said nigger too!! oh yes they need to reveal themselves,2
689198281541304320,@nickglick24 you fucking cunt,2
743497636284665857,@SimplyGundogan I wasn't talking about twitter followers you retard,2
686627101882056704,@danielsahyounie cmon u cunt #skipfollowme,2
760653253990309889,@DefaultKoda @DISTlLLED watch ur mouth faggot,2
720699362645524480,@Mancolnian @Lord_Sugar tony aint a patch on you ya cunt 😂,2
851189541402750976,@drewphilips_ you look like a redneck who just bought a gun from Walmart but had to go back because he forgot his wood fire flavored dip,2
825581939746697216,@ivanh9876 yeah I know ur retarded 😹😹,2
759056163669413890,@Bintyyyyyyy no u cunt,2
794538104879194112,@rblake83 you have no hair on your head you look like a egg you self centers cunt go and fuck you dog in the arse https://t.co/GOiRtrOff3,2
705853170677841920,@NoiseyMusic you guys are retarded smh,2
771149696878477312,@kierenjay you owe me 6 nicka you bloody cheap scape coop twat,2
690799926872174592,"@matty_lawrence @spikeinthemidge This clearly demonstrates that, as I suspected, you are indeed a twat.",2
710200805828272128,@BrooksBeau Dm you cunt!,2
738355272784089088,"RT @BBCtrending: Not everyone wants a curb on ""hate speech"" https://t.co/NEzt91oQHd #IStandWithHateSpeech https://t.co/JkOFPGVa8R",2
750796777985568768,@BradClear is ur spawn comfy? Ugly cunt,2
849543004448849920,@nottspolice you cunt are only concerned about getting those kids back to the abusers you sick fucks. You all need raping. #PedoPolice,2
763181605615788038,"@L7Ricee hey faggot Asian looking ass I want to see your setup, show a pic",2
722887921146007552,@becksnyc78 tell me about and now he's tat the 10 spot from what it looks like. At least put mata or Ander at the 10 u fat Dutch twat!,2
731983709772107778,@MobileStrike do you know how retarded your advert is?,2
729786313881309184,"@piersmorgan and sadly one wasn't you, you phone hacking cunt",2
821910703196012546,@RaheemKassam @BreitbartLondon I was just making conversation you autistic cunt :),2
698817687091290112,@OlympKmpz then you mute me for no reason cunt,2
781120085960298497,"@ArvindKejriwal @TheTribuneIndia dude!!!!  Have you lost it??? this is national issue, not ur cheap delhi politics...  U retard",2
726971394823614464,@Undersized you dated a cunt,2
718619688305995776,@JJtheGamerGuy @AlimonyMindset Nigger I don't even like Dark Souls but Christ are you retarded,2
738998339249811456,"@AshleyEmmax What? Why? What retarded moron would do such a thing to U Ashley U are just so Beautiful and special, they need a good smack X",2
694276635776925701,@SauvignonRick @GOP @realDonaldTrump @SarahPalinUSA  you sound very educated you should use that word cunt more often,2
876910938707841024,@RacistGamers You called me sand nigger multiple times,2
718579448182894592,@HarveyJamison forgot you were a twat 😉 #blozzathebellend,2
745873977910890496,"@sirrichspencer @kriss1991 and kriss,  I'm sorry for calling you a retard. You're entitled to your views and your vote.",2
767123987134418944,@Robson7654 Your recent match before has radar on retard fuck,2
765925049509507072,@9GAGTweets retards say my childhood is ruined you sir/mam are a fucking retard,2
877637119514103808,@rickygervais you absolute cunt (in a good way) just rewatched the episode of #derek with Iver being put down.. And I'm in tears. Thanks 😂,2
767435061868302336,@JessicaPenne @NateDiaz209 are you retarded?,2
736729476646752256,@marls_helme shut the fuck up you little cunt https://t.co/Wuguj7plUF,2
759760567691206657,@HillaryClinton you are suck a cunt. My family and 1000s other won't reenlist if u steal our house  . Fight Isis alone when they infiltrate,2
760392305354375168,@phanandy98 andy you cunt,2
877244801116196865,@kidsmoove Had to run and get your retarded children huh?,2
703066919675543553,@im_xjoe you cunt munch,2
863750584301760512,@dxrpi @LWhannell @kelcynical @l_n5 @nowthisnews @AyeeAyeeAlondra You are fucking dumb cunt mate- like seriously dumb.,2
719279238424072192,@O81_TR1C3 are you retarded? If you don't get it just log off Twitter,2
826088657790652417,@Yepmedotcom  Its been 8 days and you can't deliver an order of just two T-shirts. SICK RETARDED SERVICE OF YEPME! Pathetic Services,2
776821608023363586,"@LisaNani25 @HuffleRuff  once they go full retard for blm it is hard to go back , and that's why folks you never go full retard",2
870604492248555520,@realDonaldTrump you’re the dumbest fuck on the planet you fat cheetoh faggot.,2
737798298552172544,"RT @TrustedTrevor: #IStandWithHateSpeech because only things that are true get called ""hate speech"". https://t.co/Bq0eiRJUF5",2
832787884046299136,@LucieLuvit. Be the best cunt you can be,2
685469201356713985,@Envalued YOU ARE A FAGGOT,2
774993340299378691,@Angiieee_12 bitch you not even crazy you retarded 😭😭😭😭😭,2
711672809416757248,@sullkari fuck off you cunt,2
871061881095696384,@kathygriffin You called @SarahPalinUSA son retarded and now you're going after Barron trump. Hahahahaha,2
718489434203820033,@Goaliverr stop behaving like a cunt. you are embarrassing yourself. @sirkeyur @J_Arsenal21 @RayhanAFC @AndrewGunnerLad,2
778018154878349312,@benoitdastous Deflategate was not a WRONG decision you retard the only people who think that it is are patriots fans,2
769678012069609476,"@I_Smell_Taqiyya no you just try to emphasise how you're not ""technically racist"" to feel good but it doesn't stop you being a cunt",2
691157403178500096,"@chelito217 @figi562  *mail, you faggot",2
684773131454693376,@94hsgold @Harry_Styles im sorry...but...you are fucking retarded... you can't be healed...,2
722187828873019392,@bpprivate9 I still had to check how u spelt retard so I knew I spelt it right and ok night babe👊🏼,2
688462588036812800,@Bethenny  u are one hating cunt .. Get off @ericajane dick. U make one tired drink and u give everyone business advice!,2
688379381425811456,@alex_corns @OfficialBWFC @Amos_40 imagine if you stopped being a cunt,2
740890867951505408,@jorgeandrei_ who are you cunt? Wanna go?,2
714223835428552704,@hcross254  Are you retarded?,2
689473360779165696,@DJJAMESCANE that makes you second cunt,2
763652617553715200,@scottyspecial @kettlebellKMCR 😂😂😂 fitness water you thick cunt,2
775735518176899072,"@piersmorgan You arrogant twat Morgan, disgusting",2
878339275368132609,@1867life @GuestyBFC @Gids1980 @footballheaven he's got terminal cancer you deluded cunt.,2
777139066521346049,"@lmaomaxi Good lord, you lying murdering cunt of Benghazi Hillary trolls are lame. Can't you think of something else to say?",2
855557703481032705,@sssniperwolf @YouTube You are a retarded . Unsubscribeing .,2
825429292251222016,@Sulli7 twat....lolYou'd hate a fit Danny Welbeck in your team wouldn't you?,2
691089400940400640,"@lxkeeh @Yubdig57 ""proper worst cunt"" you know what sunny Jim that's fucking special",2
846941323802394625,@kailebennett you just wrote the word twat who are you,2
732763992918130688,@CNNnews18 Either you are a retard or a blind. Where is VK singh in it ? Ask @_pallavighosh  she can answer better.,2
784931122878840832,@tom_daly5 Oh no! I've turned you into a twat!! :/,2
743474118792720384,@benaufc fuck off u mongo cunt it's acc purple not pink,2
832487936759246848,@lvanProvorov oh. Youre retarded. WAIT A SEC YOU LIKE RUSH,2
758146263959400448,@deadshawtysonly use the clantag [Unoriginal faggot] you have 3 days,2
877666823596015616,@iZemzo just saying your retarded if you thought you were beating cell,2
722680244377923584,"@HoodieAllen no Toronto, fuck you retard",2
713776131212648450,@Kosmoci you shut your faggot mouth,2
848832912979968000,@liamkelly05 @camtherose He broke his jaw you twat!,2
826137483687690241,"@MccreexKingKuk @TheOfficialMidg @Shaewbyy oh my god, you acc are a retard. stop @ ing me fool. you're like 12",2
720721038812782592,@sophiabaker5 naaaa soph u cunt,2
874111320496513026,@ZornAusAeonen Stop making whites invalid you twat,2
716791403804758016,@sorryimgrey @sorryimalex lol just how u don't mind not liking my post u little potato cunt,2
847510348244680705,@DJTJohnMiller @Mike_P_Williams hes a limey writer. what do you expect. plus brain dead,2
690762031323037697,@sarahzview Currently? YOU are what is wrong. Now why don't you kindly go ahead and fuck yourself? Cunt. Goodbye. (3rd time's the charm?),2
774508440983142400,@lioneimessiteam you didn't know Leicester cos you were busy watching Disney channel. You teenage cunt,2
821612119070228480,@RiotKoot @Pafar_ for sure show me what you look like ugly cunt,2
829861769778696193,@HillaryClinton those pesky rules and laws...that all you liberals have such disdain for. Go back to the woods cunt.,2
685143433971761153,@addifavors1 your high key retarded for spelling retarded wrong 😐😂😂,2
744661131994800128,@McIlroyRory @USGA you're just covering your rep! Cunt,2
725520236963844096,@remedygames @QuantumBreak When you disconnect your game first the cloud save works but if you are a retard,2
689625471424843776,"@Kenny_Wallace @BenB388 herm, u need to block that troll...what a piece of white trash!!!",2
751495163151839232,"@NBCSN you suck, I hope Bernie terminates your F1 contract. Bullshit hillbilly ""racing""",2
878053806864519169,@isaac_flores How's your foot retard?😂,2
824632240244133888,@Blazenbombshell 5. Do research on something before throwing your opinion in because it makes you look retarded,2
832487005653082112,@Joelfarrell4 @EASPORTSFIFA 😂😂😂 shit cunt. What's your psn??,2
743555618342998016,@mrmarketingguru @courtlynburke13 @brianaamj @zaynnqueens nigger nigger nigger!!! You hate that word!!,2
719338675918790658,"@PolymorphicOne Go fuck yourself, you fucking filthy cunt.",2
762199035365191680,@8kldd FUCK YOU IM FUNNY AND ORIGINAL NIGGER,2
777670807812268040,@jamboree0401 @lShepherd_32 @Luke_Shepherd2 @Macrawford089 or you could be less toxic to the community you grew up in you insensitive twat,2
750417302521278464,@thomoevans mate id love nothing more than to hear your chat to her you mad cunt hahahaha,2
693875060516491264,@_perfect_x told you not to put this on Twitter ya cunt,2
705887240988336128,@NICKIMINAJ have an evil rest of your life where all ya family members start dropping dead you stupid retard!!!! Dumb bum bitch!!!!,2
742740690241753088,@KEEMSTAR you fucking nigger,2
764982849476845568,@supacooldud @Ochropus why would someone hate you for that thats retarded,2
856079927904542720,"@piersmorgan @Rwhipp16 You also think you know about football, hope isis blows up you're next plane trip to America you cunt",2
690896366491537408,@Kevin_Sano What you don't know is Fluttershy is rigged to drop them onto the desk which makes me smack a bitch up. Rube Goldberg yo,2
769668902066458624,"@clammyhxnds ""why don't you suck a sick faggot""",2
820319497500422145,@SamJG_94 You scummy cunt,2
827997707834888193,"@EIFantasmita listen you cunt, this doesn't even make sense",2
730381233952309248,@DropMySoap go to minecon then you faggot,2
727241042433548288,@50cent Picking on disabled janitors? You petty male cunt.,2
683324104276074496,"@CraigJonesBitch are you retarded? The whole thing is a mystery 😂nobody knew who anybody was, and they had to piece it together...",2
746884884874960898,"@_NellyBurns @aaugusttalsinaa nigga you a faggot. You ""get off my man"" headass nigga. You swallow his nut too. Its funny y'all both ""single""",2
789436207990267904,"@DavidPrice_1 your fucking wank you bambi legged cunt😂 youll get dropped just like the rest of em😴😴😴 round 2 max, thats being nice",2
697252964243734528,@EssenceMaxx LMG overkill shotgun what a sad cunt u are,2
697441024214482947,@_trillestkay but that's a damn heart you retard don't get beat up again,2
686297328915984384,@luke_brooks dm me u lil cunt,2
733481525082214400,@Morgg527 lmao yup but you'll be loved to cause you pretty if you was ugly and retarded you was just give get milked 😩😂,2
727478423275376640,@tybaltmiguel it's 'in the desert' you effing twat,2
760199296071397381,"@daveyhub who did you think i was then?  you didn't did you, you followed me in the hope that i was such a stupid cunt that i'd follow you",2
702708612888698882,"@_MRDR3W I know it must suck to be shitty lol hypocritical dumb ass cunt that doesn't know shit about my life, why don't u take a nap",2
872007403075710976,@piersmorgan You like him that much to tap his phone you cunt ?,2
791691887929417728,@4Alexander4 go away you annoying twat,2
711133992330907648,"@Tom_Mendelsohn She is promoting a dangerously unhealthy lifestyle. Don't be a twat all your life, Tom.",2
711879357912887296,@ShredderAU Are you retarded I said 1-0 round count and it's a 2v3 for next round,2
744673211607040001,@RavioliRyol stop hating on my designs faggot everyone know s about the Range Rover as I told them bitch you always hating,2
759986640685297664,@jacobsartorius your're ears are pretty fucking big you little spoiled cunt,2
728383281453006849,"@RyanWilson910 @KingInstinctz @LolStvicious  as im a @cloud9 pro, you are dumb as fuck. HP good vs all dmg types retard",2
727936994920144897,"@SayMehName key word WAS. Hundreds of years ago. This is 2016, stop being a hypocrite. They fight racism with racism. Are you retarded?",2
778525938292133888,@DustyPee It is. Can you believe this twat is DEFENDING that piece of shit.,2
744247003220221952,"@bm21_grad @kwogerman7 this show how retard many russians soldiers are, not suprising that the is support grows when you act like turds",2
849564592544124928,@MarkDowlingdabr Me:white ppl have no rhythmWhite person:WELL SCUSE ME CAN I  CALL YOU A COTTON PICKING NIGGER BEC… https://t.co/KGsRNs68Wo,2
731201962784526336,@CharleyCosgrove don't compliment me with an insult you beautiful cunt,2
734434663893225473,"@GHolland93 Hull FC player says you can get done you little cunt and charges a KR player, results in a penalty, KR kick for goal, 10-8 to FC",2
790966524995600384,@AliceGilman 😂😂😂😂😂 your a cunt,2
737847841654116352,RT @FiveRights: #IStandWithHateSpeech Otherwise whiners rule &amp; you become Scotland where unnec or unkind tweets are a police matter. https:…,2
785621173937639428,"@realDonaldTrump you're a cunt. Pease shove all your money up your asshole.Oh wait, you're broke, so that's nothing.",2
755139782662033408,@h4zzi3 perfect why don't you go and fuck yourself. Scum cunt.,2
752681345877413888,@KatixWillett @FlyinAntiTheist But #WhitePower though,2
753597910370115584,"@bluesboy1962 Jobless, cultureless, flee bitten, ASBO ridden, dirty little english cunt, dont you have some drugs to be injecting or snortin",2
742286916872065024,@From_Josh @donttrythis omg this is caseys you twat,2
733028036925394944,@Jamie_H95 fuck off jamie you cunt,2
876265204614660096,@iiLenxy_ @cVertii You're a straight retard bro you know what we play,2
743558394955456512,@KEEMSTAR if u think it's not illegal then you're actually retarded,2
828738661000806402,@MAGCONTOUR @_josh_lawson7 magcon u should really put this retard through even though he's irrelevant,2
701062222722654210,@realDonaldTrump @TrumpNewMedia ur a faggot,2
849241396250849282,@MaineAnticom @MJSclafani @AnthonyCumia You're just a noisy cunt - you have no point to your criticism.,2
839203315279884288,@BDOFan_Zone @jamiedarts180 borstal you grew up in you Cunt,2
751168611448922112,"@MaqCrazyNerd how do ""we know"" and how can you turn this in something negative? Retard",2
873067047831298049,@SkyNewsBreak Booooooooo just go already you cunt,2
740340671727292416,"@onyx411x he's too good to be an option, I named 4 others so someone would have to decide between them. Chill out you fucking cunt, kys.",2
761177357419810816,@ilyjamee ok like or rt if u retarded,2
737830582101659649,#IStandWithHateSpeech because if i don't i stand with censorship.,2
718313869035356160,"@LazyAssPanda keep it that way, their pub kids will kill your braincells off of how retarded they are.",2
695638773732802562,@TimesNow Sudanshu Trivedi u speak like a retard... Don't speak nonsense.. #FightRacism,2
691456666764759040,@kaylezzzzz GLOVE DOESNT SMOKE YOU LYING CUNT,2
732448405083938817,@IGN THANKS U RETARDED MORONS,2
874639760844705792,@iprofitable Bro you will blow up just keep grinding and don't let the retarded dead rats that hate on you get to your head🙏👏🏽,2
702753479350210560,@Stdomingo78 @darren_cronin @royal1878blue post it and yea can unfollow me u cunt,2
762286234966298624,@zeyynah stfu LOLOLL im retarded ok,2
699076450465550336,@iTs_Campy @MutinyVenom @MutinyEthos ethos you play with this faggot?,2
791343836203257856,"@brexittruths what twat wld stay in an Autocratic,almost bankrupt,millions unemployed Union? What's to stay for,? Ruination of our Nation!!?",2
697948329477451776,@poetic007 you gon whoop my ass or something? Lmaoooooo calm ya lil dyke ass down.,2
800682584057331712,"@amtpsr129 Fuck off you moron, and stay away, I don't like mentally retarded idiots like you who don't have sense to talk.",2
762442040768507904,@therealroseanne YOUR A OLD FAT ASS WHITE BITCH THAT HAD A SHOW BASED ON BEING FAT WHITE TRASH WHO DRINKS MOONSHINE AND EATS FROG LEGS!!,2
867066412292067329,@Maxam2pm @JakeBourne11 See you there cunt central,2
731896115893817344,@baileydpoching @rebecca_r0se @caitlynnjayyy fuck you billy you ugly cunt,2
691105486087655424,"@ffokc My, my, you #Christians get upset with #scientists finding new truths that it seems #faggot-like to you. What a bigoted rube.",2
688611682969452544,"@TresAllison If someone asks to see your ID and you show them your belt buckle, you might be a redneck",2
876721351964413952,@dogomarquise You are a sexy faggot,2
852867225228804096,@Jewishlewish Fuck you cunt for abandoning your children we're all glad your back tho dad,2
790375052617379840,"@foxoutdoors If you bought your coffin off of Facebook, you just might be a redneck! #OnlyInAlabama https://t.co/V3OtQDhnXP",2
775112622085505024,@yoitsdsy white trash is what u are,2
700695095302029312,@Kayssxx what's u living in a house got to do with anything u uneducated twat,2
877237553333653505,@chelseahandler You're such a twat waffling liberal snowflake why don't you worry about your shitty show instead of politics!!!,2
741170464463130624,@AngelTilaLove AS A BLACK MEN I FEE LIKE I SHOULD BE YOUR NIGGER SLAVE AND GEY SPIT ON BY MY ASIAN GOD,2
785022298654904320,@wilw @RobGADV thats the way rapists and sexual predators talk not real men you twat,2
692541825484247040,@DOPEDICK3HUNNIT your so fucking ugly spic,2
868705827301076992,"@CassidyBoon95 Just go watch star wars, oh wait. You also hate it for a retarded reason",2
823936870799343618,@I0rdd have I said he's no good you dumb fuck...learn to read #retard,2
738399371692249088,@JoshCooper_97 @Goalteke @jonno_97 you cunt!!,2
777612397922091008,@JackBunter ahh ffs I'm never gonna be able to post anything indirect with you around am I you fat cunt 🙄🙄,2
746830275020099585,@GSaleh4374 😒 it was a joke you fucking cunt Go cry to sexless brony fandom,2
701755490859143168,@jackdwilsonx You awful cunt,2
854768033486819329,"@JohnnyStarkMk50 @RealAlexJones did you use retard google as well? How do you access that service?Tell me about Sandy Hook, false flag?",2
783212771026567169,@LadyAodh and you should stop taking hallucinogenic drugs. Only failed white trash blonde bimbos like you come up with rubbish like this,2
879805763421470720,@REALlZM your actually a weird faggot for that,2
691383853655678979,@mchaelsmirks @sebastjanstans u soggy cunt i hate u,2
870402213553819649,@bolboll96 Your the one lying here and you know it u little cunt😂,2
742872500413992960,"@downpourlol ? u mean is unadding me all u have to do to get rid of me? yes u fucking retard, what else would it do??",2
724709360555806720,@smhjerry @ashzun you stfu dumb ass nigger,2
834281920288714752,"@planeetme ""why r u staring at me"" ""I think ur really pretty"" ya fuckin twat",2
754802019567677440,"@tdbissell hmm, you must be the product of a woman who gave birth to her brother's baby because inbreeding is cool in Trailer Trash Town.",2
848041925949112321,@betzy_cal97 I MISSED YOU TOO OMG! I MISS YOUR FUNNY RETARDED VIDEOS,2
721429402244939777,@karenttorress you weren't even really trying you was playing around I want them to look right not retarded lmao .... 😒😒,2
870756179273818112,"@GwynethGales @mokenny29 honestly, you need to stop ending all tweets 'peace baby'. You look like a twat.",2
794292314478776320,@REALIcePoseidon you've got a natural talent for being a weird Cunt. Don't let one persons actions define your future holmes. Chin up.,2
791598682093346816,@DaisyCurran15  am gonna kill the fat twat are u up for it 🔫,2
828296824620322816,"@FilthyFrank it's Filipino you dumb cunt, these are so cringey",2
869432104618270720,@shadwellian @MrHubba @EVANSlufc You're a faggot mate. You need to stop shagging your family.,2
851404080052187136,@InCythera @CooperB1960 @incythers has a cock like a coke can AND a cunt you could drive a Volks Wagon through.,2
831008626710024192,@Tainouno I see you are another redneck degenerate who lacks a brain and/or morals. Don't have time for you! Scumbag.,2
694621755671994372,@ChrisBarfield99 you twat😂😂😂😂,2
714996895979016194,@dadslad you know who's in charge you stinkin piss soaked cunt,2
878023301670612993,@AnfieldPyro YES WE ARE YOU PESSIMISTIC TWAT,2
773972799027314688,@depayylmao @DareToGoater @MaximumMartial no he wasn't? Aubameyang was you fucking retard,2
747816309753286656,@taylor_miller23 thank you faggot ❤️ love u,2
781622299346644993,@FiOSFaLLeN your fucking retarded for saying that want to rechall for $20,2
865031495362248704,@NyndsTG You are literally retarded lmfao you are one of those people that thinks playing 2K makes you educated when it comes to basketball,2
