text_id,text,hate
ousidhoum_42,@user @user losely quote trump/trumpers. dont need immigrants - vietnam country. @url,2
ousidhoum_43,@user @user second grade called dirty jew another second grade girl. made sense @url,2
ousidhoum_44,@user shut raghead.....,2
ousidhoum_45,@user what's spic_,2
ousidhoum_46,think women might retarded bro. like possesses y'all say shit y'all say? ,2
ousidhoum_47,children = 52% refugees,1
ousidhoum_48,@user @user msnbc identified terrorist organization! leftist media well!,2
ousidhoum_49,doesnt right? negro default,1
ousidhoum_50,@user wtf gym king phone little twat,2
ousidhoum_51,absolute mongoloid gtfo lmaooo @url,2
ousidhoum_52,retarded. okay perfect.,2
ousidhoum_53,@user @user coincidentally timed caravan love coming shithole countries pretty sure unrelated ,1
ousidhoum_54,fucking hate sonic drops coins valuable little cunt slow,2
ousidhoum_55,@user mean platonic dyke way @url,0
ousidhoum_56,@user haiti listed second worse place travel shithole talking @url,0
ousidhoum_57,dyke nation? @url,2
ousidhoum_58,@user put mic retard,2
ousidhoum_59,okay forgive u- u spic ;) @url,2
ousidhoum_60,many mdsz's classical golden scenes cut stupid retarded shitty idea going @url,2
ousidhoum_61,parar anorexic mongol.,0
ousidhoum_62,@user @user parody one thing twat funny.,2
ousidhoum_63,@user swear .. white people fucking retarded ...,1
ousidhoum_64,never called kike dirty jew @user began campaign. hateful rhetoric ha @url,1
ousidhoum_65,@user called faggot stole wall burger king bathroom,2
ousidhoum_66,@user @user go back shithole country grab pussy,2
ousidhoum_67,@user look retarded,1
ousidhoum_68,wish could around see one shithole-countries rule world one day. (better yet trump still around.),1
ousidhoum_69,@user @user that's retarded thing ever seen twitter.,2
ousidhoum_70,fucking fat anorexic gay homophobic mexican nigger retard pig @user,2
ousidhoum_71,maybe i'm retarded,1
ousidhoum_72,migraction 59 en faveur des migrants de calais @url via @user,2
ousidhoum_73,twat @url,2
ousidhoum_74,nigga didnt realize fox news negro thought talking shit white women would ok @url,2
ousidhoum_75,@user reread shit illiterate twat,2
ousidhoum_76,@user ching ching chong :),2
ousidhoum_77,@user @user fuck suicide male prostitute rubbish chinaman lee hsien loong imagining h @url,2
ousidhoum_78,helped bring alc ae pi party faggot trying kick out. i've less min. fa @url,2
ousidhoum_79,games c9 surrender look svenskaren go full retard game 2.,2
ousidhoum_80,stop pleasin' strangersninstead fam'ly twat!,2
ousidhoum_81,@user okay giving benefits illegal aliens? ary okay working illegally? ar @url,1
ousidhoum_82,mongoloid literally said wrong place 15 times. @url,2
ousidhoum_83,everyone calls mongy jess hate,2
ousidhoum_84,@user fuck mongy bin dipper,2
ousidhoum_85,@user i'd assume nonce like say retard. harsh,1
ousidhoum_86,everything better. cunt alive..,2
ousidhoum_87,@user @user could given shithole countries money,2
ousidhoum_88,cunt wants grab generation scruff neck getting fucking stupid @url,2
ousidhoum_89,need @user tell i'm twat right here!,2
ousidhoum_90,@user twat,2
ousidhoum_91,@user unaccounted illegal aliens happy. tufail one,2
ousidhoum_92,opposed using word retard retarded would think ok use word libtard?!,2
ousidhoum_93,living real white got soul still spic !,2
ousidhoum_94,@user @user economic asylum thing. neither country shithole asylum. nnhow @url,1
ousidhoum_95,retarded toxic femininity  @url,2
ousidhoum_96,@user rather clear thinknnhe'd rather chinaman would different reason,1
ousidhoum_97,baby knows potus #mongoloid,1
ousidhoum_98,man leave one week first twat nut,1
ousidhoum_99,@user america shithole country los angeles good.,1
ousidhoum_100,@user sigh.. said spic..,2
ousidhoum_101,@user nigger,2
ousidhoum_102,scomo biggest faggot madden historyhe bashes everyone anything madden @url,2
ousidhoum_103, gimme break gimme break. break piece fat retard  @url,2
ousidhoum_104,@user think retard tbh success twitters made automatically post discord many use @url,2
ousidhoum_105,@user everything enraging. smug little twat.,2
ousidhoum_106,smelly psy blk mom tryin tu send retard kid blk goons car nights sleepnnthe leader smelly @url,2
ousidhoum_107,trump hate jews lmfao ya niggas full retard. know work @user @user right? @url,2
ousidhoum_108,buy @user @user @user @user @user @user regularly alternatives @url,0
ousidhoum_109,@user @user honduras guatemala??? would considered shithole countries well?,2
ousidhoum_110,@user fuck faggot,0
ousidhoum_111,look leftist terrorist like guy shot @user softball game compar @url,0
ousidhoum_112,dawg rondo fucking retarded,2
ousidhoum_113,2018 yall dont know calling asians ching chong racist,2
ousidhoum_114,@user early gab awesome maga sad see whole thing wither die one giant retard moshpit cringe.,2
ousidhoum_115,get they're dead communist literally retard mode,2
ousidhoum_116,@user hmm okay case take care twat,2
ousidhoum_117,@user @user @user retard twitter account looks like.,2
ousidhoum_118,@user behave yurself today match day stop twat,2
ousidhoum_119,sounds fucking retarded. idiots seriously get kick shit? jesus...,2
ousidhoum_120,horrible cunt @url,1
ousidhoum_121,@user welcome twitter club known as.. reported far left retarded cry baby..! @url,1
ousidhoum_122,#shitholecountry leave?nnoh yeah....because shithole country overran @url,1
ousidhoum_123,@user @user @user retarded.,2
ousidhoum_124,@user @user mongy american probably,2
ousidhoum_125,cunt progress bint tpa talking one rule oneone another. near fucking choked coffee.,2
ousidhoum_126,@user @user dont take allegations seriously thats feminazi brainwashing. see is. context everything.,1
ousidhoum_127,@user literally mudslinging retard,1
ousidhoum_128,true ur ching chong _ 1/8 xd @url,2
ousidhoum_129,damn right mfs retarded @url,2
ousidhoum_130,think pittsburgh synagogue shooting hate related ... retarded.,0
ousidhoum_131,(i reclaim retard dont get mad),2
ousidhoum_132,@user @user cant tell bonnie actually retarded shes pretending.,1
ousidhoum_133,@user fuck suicide male prostitute rubbish chinaman lee hsien loong imagining rubb @url,2
ousidhoum_134,@user @user retard explained isnt drama,2
ousidhoum_135,1/1024th middle eastern leftist they'd calling largest terrorist attempt since 9/11.nnbut @url,1
ousidhoum_136,@user 6/28/2018. four illegal aliens accused kidnapping raping two teenage sisters 13 1 @url,0
ousidhoum_137,cum eye ball faggot dickhead fucking cunt slut cakes,2
ousidhoum_138,matter hard try always retarded math,1
ousidhoum_139,@user ching chong style,2
ousidhoum_140,full grown man fancy dress halloween? wank stain. certified twat.,2
ousidhoum_141,@user look relatives asia mongoloid. many fair haired blue @url,2
ousidhoum_142,kyo retard nlike fuck,2
ousidhoum_143,@user @user @user #florida shithole country. yeah part usn3 killers @url,2
ousidhoum_144,come serve faggots. messages open. looking new faggot fill space wallet. #findom @url,2
ousidhoum_145,sheck wes nigger,1
ousidhoum_146,@user thanks spic,1
ousidhoum_147,swear boyfriend partially retarded times,1
ousidhoum_148,@user i'm making buttered noodles u retard,2
ousidhoum_149,proper cunt blokes likely lost friend colleague fuckers already diving absolute @url,2
ousidhoum_150,@user @user would break heart. america advanced ins many ways conversely retarded w @url,2
ousidhoum_151,meanies call mongol sayni child genghis khan child orangutan,2
ousidhoum_152,faggot looks like walking hiv @url,2
ousidhoum_153,getting illegal aliens stay home fear good first step. next hope move onto self-deporting @url,2
ousidhoum_154,cunt would walking away @url,2
ousidhoum_155,@user fuck u spic,2
ousidhoum_156,trannys retarded _ asshole  @url,2
ousidhoum_157,@user @user ima real...you try talk 20000 screaming mentally retarded adults cant even form @url,2
ousidhoum_158,keep mind im negro open mind got screen door best bar whole fuckin album lol,2
ousidhoum_159,wayne collab decaying negro,1
ousidhoum_160,@user lol ok sure. cunt ,2
ousidhoum_161,enough enough! @user cancel scheduled testimony lying feminazi ford needs @url,1
ousidhoum_162,whole okay white thing created expose hate white people inclu @url,2
ousidhoum_163,ima let negro bc really got fucked &amp; know better !!,2
ousidhoum_164,@user crude leftist podcast uses word retard lot fan base made angr @url,2
ousidhoum_165,retard. @url,2
ousidhoum_166,lagged yo chill faggot fucking hell lol. killing ,2
ousidhoum_167,@user yes retarded leader paper tiger.,1
ousidhoum_168,selling dvds hahahaha shop gonna hate woman counter mongy cunt anyway deser @url,1
ousidhoum_169,i'm done dealing little bitches. grow fucking pair cunt.,0
ousidhoum_170,well maybe i'm faggot america!ni'm part redneck agendannow everybody propagandanand sing along age paranoia,1
ousidhoum_171,u see colonialism right?? i'd blast writing vmin getting lost mongol shobhajatra ppl w @url,0
ousidhoum_172,got head like dyke got head like @url,2
ousidhoum_173,literally feel retarded anytime use left hand...i looking kinda stupid ,2
ousidhoum_174,@user hey spic kinkdom bigger get facts sending ur little puppets talk smacknnur server @url,1
ousidhoum_175,@user @user @user hypocrisy retard anyways how's johghyun doing?,2
ousidhoum_176,cmon machado fucking mongoloid,2
ousidhoum_177,@user chinaman issue,2
ousidhoum_178,@user rastice bitch add fagot sucks cock dam day night fucking faggot,2
ousidhoum_179,15 mins netflix &amp; chill called faggot,2
ousidhoum_180,@user @user happens anel retarded.,2
ousidhoum_181,@user @user waste graceful white filthy refugees.,2
ousidhoum_182,@user lmfao shut cunt unfollow,2
ousidhoum_183,@user ching chong,2
ousidhoum_184,@user brazil go vote use finger print id 3rd world shithole... wh @url,2
ousidhoum_185,photographer - humana - 4 #portrait #rio_negro #argentina #strkng #photography #contemporary #bestof @url,0
ousidhoum_186,ring chong ching ching chong chong ching,2
ousidhoum_187,golden visas: wealthy immigrants abuse quebec's immigration pro... @url via @user,0
ousidhoum_188,@user @user eu ching chongs arent real ching chong,2
ousidhoum_189,@user @user @user oooft ya cunt  cant belive still photo haha x,2
ousidhoum_190,faggot people? self hatred much king? @url,2
ousidhoum_191,@user skele boi far superior toothy mongoloid,2
ousidhoum_192,@user feminazi detected,2
ousidhoum_193,@user many dead illegal aliens vote blue november dems arent worried,2
ousidhoum_194,okay white,2
ousidhoum_195,@user u dad fucking retard,2
ousidhoum_196,@user goat beach way retard,0
ousidhoum_197,@user @user @user florida shithole armpit united states. gulf @url,2
ousidhoum_198,@user whatever retard,2
ousidhoum_199,rrrrrrly dont care im cunt,2
ousidhoum_200,&gt;if people truly matter even one retarded hold much importancennthey @url,2
ousidhoum_201,feel retarded cant,2
ousidhoum_202,@user @user yeap....spic wet.,1
ousidhoum_203,@user @user outrageous!!!!!!!! outrageous!!! youre going illegal aliens (because thats wh @url,2
ousidhoum_204,@user text back faggot,2
ousidhoum_205,d-rats feminazi abortion devils came trolling carloads cash. despicable! @url,1
ousidhoum_206,baby daddy retarded bitch,2
ousidhoum_207,@user fair nigger!,2
ousidhoum_208,@user really want turn country shithole. going happen.,2
ousidhoum_209,fucking hate lanky ginger cunt joseph brady,1
ousidhoum_210,#dodamage slogan unbelievably stupid. every offense's goal damage. gives mongoloid boston f @url,1
ousidhoum_211,i'm gay i'm faggot shut fuck up.,2
ousidhoum_212,@user retard tranny spic show good,2
ousidhoum_213,i'm racist! touched tan dick once. sure race though. kinda spic.,2
ousidhoum_214,@user @user @user woman. tool. make feel unsafe. how's retard.,2
ousidhoum_215,@user called shithole countries trump .,2
ousidhoum_216,@user @user hellbent ching chong communists want oppress anyone isn' @url,1
ousidhoum_217,@user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian chinamen crimi @url,2
ousidhoum_218,@user barns heard discussing 'lecherous twat' mistook 'leftist plot'.nneasily done ....,2
ousidhoum_219,mr drabu snobby twat are! @url,2
ousidhoum_220,california candidate governor promises free health care illegal immigrants latest push financial @url,2
ousidhoum_221,@user @user shithole countries ring bell? good genes? birtherism fine people sides,2
ousidhoum_222,@user @user fast forward section unfunny twat,1
ousidhoum_223,grandma called faggot today that's new low,1
ousidhoum_224,imagine living shithole country since birth yet stick peak american politics,2
ousidhoum_225,shut nigger @url,2
ousidhoum_226,think communists despise white people capitalism went full retard less okay @url,2
ousidhoum_227,volkan looking like retarded cousin brian ortega #ufcmoncton,2
ousidhoum_228,bitch shut yo retarded ass looking like great value nipsey hussle. @url,0
ousidhoum_229,cunt everyone smell it.,2
ousidhoum_230,literally waited red light five minutes i'm fucking retard,2
ousidhoum_231,words it'll become shithole state instead shithole country? @url,1
ousidhoum_232,@user @user en retard look ton insta,2
ousidhoum_233,@user @user egn admin? shut fucken mouth cunt give fuck ftp put @url,2
ousidhoum_234,pinche mames wey!!!! ugh fucking orange cunt stupid af!! @user yea @url,2
ousidhoum_235,@user sure except directly quoting trump's shithole countries.,2
ousidhoum_236,aw nut cunt fkn gee lift home,2
ousidhoum_237,@user violence?you got mad year ago saying shithole countries. make minds. @url,2
ousidhoum_238,trot cinema watch burn stage fucker chanting 2!3! might throw twat @url,2
ousidhoum_239,@user visited taiwan once!i hope go back country someday,0
ousidhoum_240,let rot shithole chose. never ever ever let near country @url,1
ousidhoum_241,i'm looking relationship means i'm trying hoe around ?  retard juice strong,2
ousidhoum_242,course safety net necesary that's basic principle civikized country.nno shithole country safet @url,2
ousidhoum_243,@user needs remind @user one million polish immigrants flooded britain exploited wor @url,2
ousidhoum_244,@user migrants bring disease death properly vetted,1
ousidhoum_245,@user @user shut fuck retard,2
ousidhoum_246,carrying retard boy @user @url,2
ousidhoum_247,wow. twat @url,2
ousidhoum_248,@user @user @user babe ruth dirty jew,1
ousidhoum_249,@user wow. remember tried spinning shithole countries people like nah okay. human garbage.,0
ousidhoum_250,since cishets feel need butt head everything lgbt+ related: gay people say faggot.ntransgende @url,2
ousidhoum_251,people get offended insults jokes words like retarded autistic faggot etc. @url,2
ousidhoum_252,@user thnk u spic flair,2
ousidhoum_253,@user stop making gay u faggot,1
ousidhoum_254,@user @user witch muslim country shithole? #crickets,0
ousidhoum_255,keep mind.. call faggot spanish mean can't still understand you.,2
ousidhoum_256,@user @user pretty much hes little dick faggot needs ass beat reality check ain't shit,1
ousidhoum_257,@user retard.,2
ousidhoum_258,@user @user ching chong ching ching jackie chan,2
ousidhoum_259,@user (shithole countries sons bitches bleeding whatever sleepy eyes grab @url,2
ousidhoum_260,@user @user trans male mongoloid woman's event. goes @url,1
ousidhoum_261,@user treating like treat dengists i'd probably say read book retard post b @url,2
ousidhoum_262,@user @user @user low life people shithole countries. truth always flowers candy.,2
ousidhoum_263,tbh wouldnt hard drain refugees europe. arent smart. make lot noise. draw @url,2
ousidhoum_264,one day work 3:30 morning fucking calf decided go full retard @url,2
ousidhoum_265,twat? gary twat ,2
ousidhoum_266,shoot shot lil faggot bitch. ya girl seen tonight knows what's it. got something say @url,2
ousidhoum_267,envy people know express emotions without sounding like complete retard,2
ousidhoum_268,@user gonna happen retarded traders get etf approval,2
ousidhoum_269,@user wait. lost control dyke w/ @url,2
ousidhoum_270,@user ok hobi spic,1
ousidhoum_271,anyways imma take nap there's fascists everywhere shithole country hope die yeehaw ,2
ousidhoum_272,fat mongy mess today ,1
ousidhoum_273,okay really americans fucking mongy @url,2
ousidhoum_274,non kpop fans call chinese ching chong ch*nks see nobody outside east asian fando @url,2
ousidhoum_275,find faggotnnnnyou can't? that's faggot @url,2
ousidhoum_276,auto watch subhuman(?:w*arab)w*raghead zoe --autopull,2
ousidhoum_277,get u talk u talk likea retard,2
ousidhoum_278,celebrating??????? curry gonna let smash gay mongoloid fuck,1
ousidhoum_279,@user boys boys.....until feminazi mothers beat toxic masculinity them.,1
ousidhoum_280,@user joven wedding night: wanted pencilnvicente: i'll buy mongol factory younjoven:,2
ousidhoum_281,@user shut retard,2
ousidhoum_282,fuck ching chong siopao dimsum shit sa question 3 ???? cant understand cant c n e x u l z e kasi vague,1
ousidhoum_283,tammy bruce: foreigners bring disease across border - washington times @url,1
ousidhoum_284,america pay back ching chong bing bong ass niggas @url,2
ousidhoum_285,#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i've ever @url,2
ousidhoum_286,anyone actually believe him? 24 hours contemplation faggot already changed mind: it' @url,0
ousidhoum_287,anyways harry styles could call dirty spic id still munch asshole shame,1
ousidhoum_288,@user uhm ?! need explain making wrong say gook chink spic mick heb common disc @url,2
ousidhoum_289,@user @user @user trump's issue 'shithole' countries full brown people. @url,2
ousidhoum_290,last night bar cunt pulled purge knife slight tug war @url,2
ousidhoum_291,cunt. @user report blasphemy? @user @url,2
ousidhoum_292,he's right... lets kick every alt-right retard da balls... got noth'n anything. nfree shot @url,1
ousidhoum_293,going university almost unimaginable refugees.,2
ousidhoum_294,@user @user say ching chong time?,2
ousidhoum_295,hard watch. cunt cut it. beyond words @url,2
ousidhoum_296,@user @user i'm spic say build wall!!!,2
ousidhoum_297,kids better live balls shithole country.,2
ousidhoum_298,@user dont speak ching chong bing bong sorry,1
ousidhoum_299,@user smell like farted arted ab honor roll f's retarded,2
ousidhoum_300,saddest anime cus he's retarded,2
ousidhoum_301,11. told parents. parents immigrants didnt know report it. wife aunt fo @url,2
ousidhoum_302,justin tucker mongoloid,1
ousidhoum_303,problem frank? faggot? hey go eat mothers asshole out. hey - fuck fuck f @url,2
ousidhoum_304,stupid greasy spic ayoze starts next week i'll commit.,2
ousidhoum_305,always liberals threaten i'm spic deported supporting trump. @url,1
ousidhoum_306,@user fun i've twat think started ignoring,1
ousidhoum_307,@user funny leftist always projecting morals people. giving billions terror state @url,0
ousidhoum_308,@user delete feature retarded anyways... would someone delete something payed for? like @url,1
ousidhoum_309,@user @user both. skilled human driver save retarded ai job yet. com @url,2
ousidhoum_310,@user @user shut retard @url,2
ousidhoum_311,@user said group message called basically retarded ain't even dodgers fan lol. simple,1
ousidhoum_312,illegal aliens need shipped home!,0
ousidhoum_313,@user gotta pick spanish cus can't spic ass family butchering baby's name lmao,2
ousidhoum_314,game glitched cunt complete challenges like 4 times actually count,1
ousidhoum_315,videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics,1
ousidhoum_316,went passed fancy dress shop southside n there's actual fucking bouncers outside ya cunt imagine kb'd @url,0
ousidhoum_317,@user mongy like,1
ousidhoum_318,@user trump would press win argument shithole countries. i'm sure adults le @url,2
ousidhoum_319,@user @user pretty sure called spic four times already,2
ousidhoum_320,like remember iconic nigger tweet,1
ousidhoum_321,@user went full retard,2
ousidhoum_322,@user @user yeah long west ham fans ok .fuking retard,1
ousidhoum_323,@user @user nah handle truth went like retard damaging cause @url,2
ousidhoum_324,me: h-nnmy mom : know faggot disappintment,2
ousidhoum_325,@user ching chong one hundred,0
ousidhoum_326,chinese restaurants black friday business tonight. least boston area..ching chong.,2
ousidhoum_327,casey runs 7 years i'll seek nomination run platform calling cunt every given event.,2
ousidhoum_328,@user @user @user trump orange presbyterian mongoloid.,2
ousidhoum_329,@user @user im chinaman vietcong,2
ousidhoum_330,@user fine dyke,2
ousidhoum_331,@user @user @user literally spin circles mongol.,2
ousidhoum_332,@user @user @user whatnskip funny fuck love him. he's retard he's legend,2
ousidhoum_333,africa shithole full africans. south america ditto. arab countries fare better due oil @url,0
ousidhoum_334,1. fear mongering refugees loitering international waters waiting labo,0
ousidhoum_335,utter cunt !! @url,2
ousidhoum_336,@user ching ching chong rootbox ohhh got youtube money!!!,2
ousidhoum_337,britain 2018. third world shithole.nna country sharia leaders cut clitorises baby girls wi @url,2
ousidhoum_338,found everyones origins africa aloud say nigger? #nohatejustasking,2
ousidhoum_339,@user cant understamd shit ching chong,2
ousidhoum_340,played kodak black last 8 songs girl came said must retarded like music @url,2
ousidhoum_341,seen treat guests show? give break.nnif leftist attack calli @url,2
ousidhoum_342,@user happy birthday cunt x,2
ousidhoum_343,@user @user @user @user @user using likes retard lmao,2
ousidhoum_344,@user @user turning away refugees kind? ignoring sick kind? using campaign funds pay @url,0
ousidhoum_345,@user career criminal chinaman regular talker mention audibly enough last quarter 2014 al qaida @url,2
ousidhoum_346,@user @user @user follow dirty jew,2
ousidhoum_347,24 hours swakopmund namibia #travel #africa #ttot @url,0
ousidhoum_348,old lesbians called baby dyke am: offended. i'm 24,2
ousidhoum_349,@user agree totally. word retarded politically incorrect that's would call dave roberts,2
ousidhoum_350,@user @user wolf blizzard seems almost retarded estimation.,2
ousidhoum_351,12 illegal immigrants criminal convictions fraudulently claimed @url,2
ousidhoum_352,dave roberts certified retard,1
ousidhoum_353,debating whether call floor verbally abusive mega fish ends calling faggot healthy way live.,0
ousidhoum_354,@user fuckin retard,1
ousidhoum_355,@user @user stop shit jewish blood hands retard.nnred hats = blac @url,2
ousidhoum_356,nyc shithole country god quickly destroyed rudy build shameless @url,2
ousidhoum_357,country shithole nn#usa attacking people #computing #torture #brainrape @url,2
ousidhoum_358,@user well parents liken'carikla ching chong guy college',2
ousidhoum_359,#feminization #coercedfem #faggot #sissification #sluttraining watch clip @url @url,2
ousidhoum_360,remember always go full retard maybe back. @url,1
ousidhoum_361,@user @user @user eating meat - beside point.nthis cunt hunting trophy pos @url,2
ousidhoum_362,@user @user fuck retard,2
ousidhoum_363,@user @user look like dyke bruh ,0
ousidhoum_364,@user lmfao tell cunt look elsewhere,1
ousidhoum_365,@user jfox retard ,2
ousidhoum_366,gentle reminder: atrocities nation states fix accept refugees yours.,0
ousidhoum_367,canadians believe refugees treated better pensioners. case @user shows. @url,2
ousidhoum_368,@user @user @user @user @user @user raghead! free speech @url,2
ousidhoum_369,pinoy talents hope hired. minimum requirements:n- look like mongoloidn- voice sounds like turkeynkad @url,2
ousidhoum_370,every month would mention something flooding apartment retard.,2
ousidhoum_371,@user @user islamists allied every leftist terrorist movement absolutely n @url,2
ousidhoum_372,go crazy spic look like name would vanessa hoops..,2
ousidhoum_373,bald twat. nnhe can't anything tie!! @url,2
ousidhoum_374,@user @user hate mongoloid voice,2
ousidhoum_375,@user thought love diana rossnn*dresses like chinaman*nnwho like sweet sour chicken?,2
ousidhoum_376,katsuki bakugon- calls mates cuntn- drives uten- wears thongs (flip-flops) everywheren- illegal uies n- road rage king,2
ousidhoum_377,@user @user dont find credible feminazi women lie vicious nasty revengeful @url,0
ousidhoum_378,pl faggot,2
ousidhoum_379,damn retarded ,1
ousidhoum_380,think (late) immigrants africa likely succeed america black americans.,2
ousidhoum_381,@user @user @user @user @user definately receiving twitter top twat th @url,2
ousidhoum_382,@user sarah silverman gone full retard.,2
ousidhoum_383,@user @user @user @user sound retard democrat. literally files moron. par @url,2
ousidhoum_384,y'all niggas gay hella faggot ass shit,1
ousidhoum_385,@user yup pretty much. i'm leaving shithole country.,2
ousidhoum_386,criticism soros actually attack jews? nreferring globalist akin saying dirty jew @url,2
ousidhoum_387,msnbc 7 bombs sent democrats conspiracy mongoloid right dirt bags. bombs tack therefore fb @url,2
ousidhoum_388,@user @user lemon husband jealous!!! buntch retarded clowns ,2
ousidhoum_389,..why illegal aliens allowed mobile phones? @url,1
ousidhoum_390,every time see fine ass dyke always mediocre fem ,2
ousidhoum_391,@user nigger,2
ousidhoum_392,@user hi still thinking mongoloid ingrate yesterday dirty snp bastard called @url,2
ousidhoum_393,@user lmfaooo nigga said nigger,2
ousidhoum_394,guy mentally retarded? @url,2
ousidhoum_395,negro fumbles....,2
ousidhoum_396,instead saying immigrants threat national security need acknowledge plenty @url,2
ousidhoum_397,@user unfair. need step retard game.,2
ousidhoum_398,truly fucking baffles people genuinely fucking think saying ching chong ling lang ding actuall @url,0
ousidhoum_399,even fucking retard knows @url,2
ousidhoum_400,@user @user shooter nazi leftist terrorist palestinian sympathizer...,0
ousidhoum_401,@user @user twat shot sleeping  lion,1
ousidhoum_402,can't stop laughing expect shithole call nigeria investors come zoo called @url,2
ousidhoum_403,another false flag attack antifa leftist mobnnno one could expected man pictures @url,0
ousidhoum_404,@user saying raghead goat one tweet insta-follow standards,2
ousidhoum_405,@user alright alright spic.,2
ousidhoum_406,@user @user shut retard ,2
ousidhoum_407,men fucking retarded,2
ousidhoum_408,called donald rumsfeild raghead internet long time ago.,0
ousidhoum_409,@user i'm man still retard.,1
ousidhoum_410,im calling army cute nigger society,2
ousidhoum_411,@user encourage us! we've got 'it's okay white' bill going,2
ousidhoum_412,ryan cunt,0
ousidhoum_413,he's accidentally losing series cuz he's retarded @url,2
ousidhoum_414,trevor belmont faggot yupp love,2
ousidhoum_415,got banned called desiinger retard,1
ousidhoum_416,learn speak ching chong  um @url,2
ousidhoum_417,@user @user @user @user hildebrand twat pure simple.,2
ousidhoum_418,@user gebby miss mongol japon ka?,2
ousidhoum_419,@user @user @user okay white family loves you.,2
ousidhoum_420,@user dudes started pulling eyes back started yelling ching chong once. outraged,2
ousidhoum_421,@user @user explaining defend illegal aliens citizens? @url,2
ousidhoum_422,@user spic got eye u ingrates,2
ousidhoum_423,thete nrrd call corina cunt! need!!,2
ousidhoum_424,meant funny...fuckin cunt @url,2
ousidhoum_425,@user comes movie since saying retard unwoke replaced family friendly version,2
ousidhoum_426,grandma teach children spanish reason immigrants refuse learn/speak english fe @url,2
ousidhoum_427,18. enter illegal aliens. @user used model created bay area politicians like @user repl @url,1
ousidhoum_428,#kpop auto-tune ching chong,2
ousidhoum_429,@user obviously cunt even know teams history,2
ousidhoum_430,@user talk retard,2
ousidhoum_431,fella line work takes variety aliases. hell even chinaman six months.,2
ousidhoum_432,friends retarded particular episode.,0
ousidhoum_433,@user course feminazi's roll one other. frauds!,1
ousidhoum_434,@user still fucking twat,1
ousidhoum_435,today's heated debate ... biggest twat ashley's appointees run #nufc - llambias charnley,2
ousidhoum_436,@user fuck defector.nla garbage town garbage fanbase.nalso fuck ginger-bearded twat turner.,2
ousidhoum_437,ching ching chong chong dookie dookie,1
ousidhoum_438,ain't blame loss lmaoo. retarded. like asf  @url,2
ousidhoum_439,@user think jack hobbs fairly mongy though.,2
