text_id,text,hate
semeval2019_1305,#BuildTheWall from the Pacific Ocean to the Gulf of Mexico - #Deport all illegals and their families - #NoDACA #NoAmnesty - #ProudAmerica #AmericaFirst #VoteRed,1
semeval2019_4426,#BuildTheWallNow Before the Midterm elections @potus @realDonaldTrump @vp @SenateMajLdr #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration,1
semeval2019_2675,"#BuildTheWallNow Sop letting them in! I demand the Federal Government Secure America's Borders! No welfare to immigrants: if they can afford to immigrate, then they can buy their own groceries and pay rent, @POTUS #RealVoterID https://t.co/gqXfkNOqKu",1
semeval2019_34574,"#Buildthatwall #Deportthemall @CIS_org: More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative",1
semeval2019_1474,"#Buildthatwall #Deportthemall @CIS_org: More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative",1
semeval2019_34164,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox",1
semeval2019_4381,"#Burma. #Syria. #SouthSudan. #Nigeria. These are just a few places where refugees need emergency food assistance. See where &amp; how @USAID is helping refugees survive, regain dignity and rebuild their own #selfreliance. #WorldRefugeeDay https://t.co/PBs8KqJ73g ðŸ“¸: Joseph Eid/AFP https://t.co/TjZbjIoCoE",0
semeval2019_601,#Burundi Burundian refugees should go home! https://t.co/Ox9TwxanIo,1
semeval2019_686,#Burundi opposition party @MsdBurundi sent the following letter to UN SG @antonioguterres. MSD alerts the UN on the harassment and dire humanitarian conditions of Burundian refugees who are in Tanzania. https://t.co/2gNP9Z8IDH,0
semeval2019_2144,"#Burundi-an refugeees among the most neglected, says @NRC_Norway. Also featured DArC, South Sudan, Nigeria... https://t.co/TiA4xlaXZS",0
semeval2019_18606,#Burundi-an refugees in Tanzania worried about being forcibly repatriated https://t.co/p9I1r4682q via @iwacuinfo,0
semeval2019_487,"#Burundi—In Kigoma, Tanzanian authorities become hostile to Burundian refugees. Refugees’ small businesses were closed last Friday. With “a threatening tone”, the Kigoma governor told them they must return to Burundi. Many of the refugees are fearful of returning. https://t.co/XEEFzjn82h",0
semeval2019_789,"#Burundi—In opening the August parliamentary session, Pascal Nyabenda (de facto Speaker) said that many foreign delegations have been visiting Burundi which is a proof that there is peace &amp; security; therefore all refugees should return to Burundi.ðŸ™ˆðŸ™ˆ A fallacious argument! https://t.co/S07IEQGDSO",0
semeval2019_645,#Burundi—Nkurunziza’s envoy to the UN now recognizes that there was a crisis since 2015. He spent the last 3 years denying it. He now says it’s over &amp; all is well. He forgets:‘¢ 400K refugees outside Burundi‘¢ 2000+ victims who need justice‘¢3 million affected by hunger‘¢... https://t.co/lr30iPbGUk,0
semeval2019_3227,"#Burundi—Rubaya Ramazani, a Congolese refugee was illegally arrested (no warrant) on Monday by the police. He is accused of ""having participated in the 2015 protests""; which he rejects. Testimonies from neighbors support his assertion . https://t.co/uA8ZXWJWv0",0
semeval2019_2289,#Burundi—Vocational training for refugees in Mahama started today at the newly inaugurated Elite Center. https://t.co/mtrD891OBz,0
semeval2019_18504,#Burundi—What’s happening to Burundian refugees in Tanzania is shameful &amp; outrageous. Refugees in Nyarugusu camp were told that effective 15.08—They’re not allowed to go outside the camp—All their small businesses to close—Markets to open only once/week instead of 3 times https://t.co/4ohJZ86rTE,0
semeval2019_4574,"#Burundi—With militiamen still roaming in the countryside, 400.000 refugees, 10.000 political prisoners, 2000 dead whose families are crying for justice.... Anyone who ignores those issues and just talks about 2020 elections is disingenuous https://t.co/KMMtORrdAc",0
semeval2019_571,#CNN #FakeNews #WashingtonPost #MSNBC #DriveByMedia #MediaBiasThe Major media got this WRONG.  They reported that #PresidentTrump called ALL migrants #Animals.  Anyone who actually HEARD the President... https://t.co/67ruWlLYtZ,0
semeval2019_19018,#CONGRATS @protoje! When you sell out venues in California you have to buss a skank like this! It was only A Matter Of Time! Bless up theindiggnation ... the bands vibration is,0
semeval2019_4442,#CesarChavez #immigration #wetlineMarch 31st many celebrated the birthday of Cesar Chavez.  He would have been 90.  Many of those who support ILLEGAL immigration use Mr Chavez as a hero in their... https://t.co/ooTwezkRru,0
semeval2019_31386,"#ChildSexTrafficking #IllegalAliens #ChildTrafficking #WakeUpAmerica THEY ARE HERE TO KILL OUR KIDS BECAUSE BUSH, CLINTON, OBAMA KILLED THEIR FAMILIES IN MIDDLE EAST! This war started in Tripoli WHEN THE MUSLIM PIRATES ATTACKED OUR NAVY SHIPS WAR 1812",1
semeval2019_31487,"#Children and #Women Are No Longer Safe Where There many ""#asylum"" seekers, #IllegalAliens, or just #MassImmigration. The Nations of #Europe need to #BuildTheWall and fix #immigration LAWS NOW.",1
semeval2019_1374,#China invites all UN countries to use its future space station | #CBC News #UnitedNations #ChinaSpaceStation https://t.co/RPFH2HeRX9 https://t.co/AL44Iuksk6,0
semeval2019_9074,#ChrisMartin Demand an apology from @JKCorden He disrespected women incl the mom of your kids Rape is NEVER a jok… https://t.co/r67dLmEnSa,0
semeval2019_18220,"#ClimateChange doesn't have to be a partisan issue. Among voters, it already isn't, according to polls. Congress has to take notice: people of all political ideologies acknowledge that the U.S. needs to #ActOnClimate https://t.co/gCpjPXzosN",0
semeval2019_32456,#ConfirmJudgeKavanaugh@TheDemocrats @DNC party of #Obama #Obstructionists @CNN #Soros #Liers #Violence #Hate #Hypocrisy #Socialists MS-13 #KKK #IllegalAliens #Drugs #ANTIFA #Resist@realDonaldTrump @SenTinaSmith @BettyMcCollum04 @amyklobuchar @CoryBooker#WalkAway #2ADefenders,0
semeval2019_33972,#ConfirmKavanaugh#Democrats will thrash and scream no matter what @POTUS does. #RINOS stop #obstructing Let's fulfill #MAGA agenda!#BuildThatWall#NoSanctuary#DrainTheSwamp#AmericaFirst#ConfirmJudgeKavanaugh#DemocratsHateAmerica#WalkAway#VoteRedToSaveAmerica,0
semeval2019_8712,#CubeIsOverParty Hyuna made people pay attention to her message. And even when the entire public was against her she never changed who she was and what she stood for. No matter how often she was slut shamed. She is THAT fucking bitch. She will always be THAT bitch.,0
semeval2019_1332,"#Czechia Zeman labeled this disturbing attitude practiced by West EU leaders as “cowardice masquerading as tolerance”.But also migration pimps @AmnestySlovenia, other NGOs begin intimidation campaigns directed at border guards in Slovenia, Croatia.Europe must support the guards https://t.co/ZacaqpHV9K",1
semeval2019_3660,#DACA is Illegal Will End- Because their Parents Are Criminals Crossing a Border Illegally or OverStaying their Visas Doesnt mean their kids get to stay Stop Rewarding Illegal #Immigration Enforce the Laws #NoDACA #NoAmnesty #Trump #MAGA #SendThemBack,1
semeval2019_30051,#DACA is an Executive Order written by Barack Hussein Obama. Trump has every right to undo this travesty. Decision Must be fast tracked to the Supreme Court ASAP! #EndDACAWhite House Ordered to Restart DACA,0
semeval2019_90,"#DACA program should be fully restarted, federal judge rules. https://t.co/Ca1IRV6LgO #EndDACA #SendThemBack",0
semeval2019_1097,"#DACA program should be fully restarted, federal judge rules. https://t.co/Ca1IRV6LgO #EndDACA #SendThemBack",0
semeval2019_32873,#DEMS are using #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents in their #Communist REVOLUTION: FACT=HALF of USA Total Muslim Population immigrated under #OBAMA=#NoDACA NO #DACA #Amnesty No #DacaDEAL #BoycottNFL,1
semeval2019_3196,#DEMS use #Feminist & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty #NoDACA #BoycottNFL #BoycottNFLSponsors #BoycottTheNFL,1
semeval2019_34073,#DREAMER Stomps 83 yr old man to death in TXSSilvano Echavarria stomped the victims head 74 times and punched him 25 times before leaving his body in a parking lotHis rap sheetincludesother crimes.#MSMSilence#BuildThatWall,1
semeval2019_3561,#DeBlasio #NewYorkCity #OnePercent #EnvyLiberal prescription:  Tax the rich those bastards who don't pay their... https://t.co/VcMCgLlCky,0
semeval2019_32775,#Democrat #ElectionFraud #IllegalAliens ARE GETTING DRIVERS LICENSES & VOTING IN #NC #ELECTIONS #DOJ subpoenas millions of #NC voter records,0
semeval2019_2888,#Democrats Illegal Alien Grand Ma Caught  Sneakin in 31 Pounds of Herion from Mexico Proving Illegal Grand Mas Must be deported too!  #Trump #MAGA  #RedNationRising  Abolish Illegals Keep @ICEgov @FoxNews  #Immigration,1
semeval2019_32279,"#Dems want to raise taxes, end tax cuts, enact more regulations to stifle economy, amnesty 39 million #IllegalAliens.#VoteDemsOut #VetoDems #VoteRed",0
semeval2019_32186,#DeportIllegalAliens Sanctuary Cities Government Aid (Taxpayer $$$) for Illegals No excuses#BuildThatWall #BuildThatDamnWall,1
semeval2019_642,#DeportIllegalAliens Sanctuary Cities Government Aid (Taxpayer $$$) for Illegals No excuses#BuildThatWall #BuildThatDamnWall,1
semeval2019_32714,#DeportThemAll The only money any illegals should recieve should be a ticket back to where they are from! Nothing More!#EndIllegalImmigration #EndDACA#EndChainMigration #NoAmnesty#EndVisaLottery #EndSanctuaryCities #NoWelfareForImmigrants#AmericaFirst #BuildTheWall,1
semeval2019_3709,"#DidYouKnow that if all the refugees in the world formed their own country, its population would be larger than the state of Florida? Learn this and more in our new e-book, ""8 Things You Should Know About Refugees."" Download it here âž https://t.co/7FgO8dFr2e https://t.co/xmJddb3P8h",0
semeval2019_33602,#Diversity in England. Need any more proof that this is #WhiteGenocide ? #SendThemBack,1
semeval2019_395,"#Dobbs #Budget #Congress #PresidentTrump #Appropriations #BuildThatWall..if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",1
semeval2019_2880,#DonaldTrump has no idea what he is doing. How is it possible to be this clueless? #ImmigrationReform #Impeach45 #25thAmendmentNow @realDonaldTrump @PressSec @DeptofDefense @DHSgov @SecNielsen https://t.co/7tUdAfvLr3,0
semeval2019_2194,"#DonaldTrump is right. Why bother with due process? No need for a judge. Just take @realDonaldTrump out the back, and string him up. #Immigration #FakePresident #Trumpublicans https://t.co/ea7S4dq6sC",0
semeval2019_34328,#Dont Believe #Democrats and @SenatorDurbin Lies Illegal Aliens work the Same #Jobs that Americans Work taking Jobs From Citizens and lowering Citizen Wages #WalkAway #VoteDemsOut #BlackTwitter #Jobs #Trump #MAGA #SendThemHome #NoAmnesty #Immigration,1
semeval2019_32179,#EU Parliament Adopts Motion to Trigger Punitive Procedure Against #Hungary: via @SputnikInt#migrantcrisis #asylumseekers #immigration #illegalaliens #viktororban,0
semeval2019_3329,#EU countries may be paid to host migrants in secure centres https://t.co/a3mm5bqQsk,0
semeval2019_3745,#EU deal to deploy border guards in Macedonia to curb migrants https://t.co/ea74WvRw7M https://t.co/ks4x3xMh6J,0
semeval2019_18223,#EU grants #Spain extra funding to cope with migrant arrivals https://t.co/CRR4cRuVHN,0
semeval2019_2658,#EU migrant crisis: Juncker tries to assure #Spain PM as backlash over refugees rages https://t.co/unaimaxJzh,0
semeval2019_410,"#EU migration policy has killed over 1,500 refugees at sea so far this year https://t.co/LFr3XUbzwJ",0
semeval2019_422,#EU migration policy in focus https://t.co/q5ZIeCFOvo,0
semeval2019_393,#EU offers states funding to take in migrants https://t.co/GktDSlESju,0
semeval2019_4466,"#EU offers states Â£5,350 per asylum seeker they accept from migrant boats but Italy won't takeÂ… https://t.co/jjpVn8AGoY",0
semeval2019_18370,"#EU offers to pay countries â‚¬6,000 euros per person to take in migrants https://t.co/T0ebYz8OZk",0
semeval2019_18481,#EU still not clear on where to put rescued migrants https://t.co/wV7bC1kxAl https://t.co/bYGQZkayso,0
semeval2019_32893,#Editorial: Still think there are only 12 million illegal aliens? #BuildTheWall #DeportThemAll #EndDACA #NeverAmnesty #EnforceTheLaw,1
semeval2019_2323,#Election Fraud #TrueTheVote #VoterID #IllegalImmigration #VoterFraudNo election fraud?   I don’t think so.  IF the left is so interested in TRUE elections then we should TRUE the vote.  Dead people... https://t.co/8mqqHFJVsm,0
semeval2019_1224,#ElinErsson The answer is NOT to support mass migration into European nations. The ANSWER IS MASS PROTESTS of damage of Western invasions in Middle East &amp; stripping resources from Africa (by elite). When will SJW learn? They do not read or understand what has been happening,1
semeval2019_32126,"#Eritrea LOST ERITREANSWe #Eritrean who live in diaspora LOST our IdentityThey call us differently #refugee #AsylumSeekers #illegalimmigrants We call ourselves #justiceseekers#oppositions #activists With all our differences, in 31/8/2018 #Geneva will unite 4 our Rights",0
semeval2019_4664,#Ethiopia #Tigray #EPRDF #TPLF #YPFDJ #refugees #Eritrea #ypfdj #OLF #Ethiopian proud to have come from tigray. https://t.co/PaKxPJJ6wt,0
semeval2019_31694,"#Europe, you've got a problem!   We must hurry and #BuildTheWall before we become overrun with the thugs and drugs smuggled across the border by #IllegalImmigrants. It's happening while we wait!",1
semeval2019_722,#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS!!! @DNC @SenateDems @SenSchumer @TeamPelosi @SenKamalaHarris @MaxineWaters @SenWarren,1
semeval2019_1341,#FAKENEWS @abcnews lied to Anericans about Illegal Immigrants because Illegal Aliens Come First the #Democrats Platform  #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @AVIACUSA https://t.co/6zadnpvjoI,1
semeval2019_31108,#FactCheck changing the words doesNot Change TheTruth #Schiffy #GitmoCallingObamaAndCompany #DemocratsHateAmerica #BuildTheWall #DeportThemAll #StopTheInvasion #EndSanctuaryCities #RedWaveRising2018 #VerbalJudo will no longer work against #TheAmericanPeople #WalkAwayFromDemocrats,0
